site_id,sample_id,Species,Ht(cm),# Leaves,Length LL (cm),Width LL (cm),Stem Diameter (mm),# Inflorescences,# Flowers Per (x2),Herbivory,date
SKY,SKYT116,,58.1,22,16.1,6.2,7.3,0,NA,1=3,7/1/2020
SKY,SKYT117,,33.3,14,11.9,3.9,4.6,0,NA,"1=4, 2=2",7/1/2020
SKY,SKYT118,,86.3,28,17.8,8,12.2,6,"60(5), 58(2)",1=3,7/1/2020
SKY,SKYT119,,45.5,24,14.4,4.7,7.2,0,NA,1=1,7/1/2020
SKY,SKYT120,,96.7,39,16.6,7.1,13.3,8,"65(5), 79(8)",1=2,7/1/2020
SKY,SKYT121,,45.4,22,14.9,5.4,6.7,0,NA,1=2,7/1/2020
SKY,SKYT122,,41.2,19,13.5,4.8,6.9,0,NA,1=2,7/1/2020
SKY,SKYT123,,36.4,20,12.6,4,5.4,0,NA,1=3,7/1/2020
SKY,SKYT124,,48.3,22,15,5.5,7.4,0,NA,1=5,7/1/2020
SKY,SKYT125,,41.3,16,11.7,3.8,6.2,1,"23(4), NA",1=3,7/1/2020
SKY,SKYT126,,37.6,19,11.2,3.4,5.1,0,NA,None,7/1/2020
SKY,SKYT127,,34.2,17,11.7,4.1,5.6,0,NA,"1=3, 2=1",7/1/2020
SKY,SKYT128,,67.3,25,14.3,5.6,7.2,2,"55(3), 35(0)",1=5,7/1/2020
SKY,SKYT129,,90.9,31,18.1,7.4,11,5,"58(5), 61(5)",1=5,7/1/2020
SKY,SKYT130,,88.1,27,19.7,7.3,11.2,5,"46(1), 39(0)",1=11,7/1/2020
KCK,KCKT10,,39.8,6,10.7,6.6,8.5,None,NA,None,7/3/2020
KCK,KCKT11,,91.9,20,14.9,8.7,9.8,None,NA,1=6,7/3/2020
KCK,KCKT12,,46.3,14,13.1,6.4,5,None,NA,1=2,7/3/2020
KCK,KCKT13,,94.2,17,14.8,7,8.1,1,7(NA),None,7/3/2020
KCK,KCKT14,,88,23,16.6,9.1,9,2,"7(NA), 7(NA)",1=4,7/3/2020
KCK,KCKT15,,108.1,21,21.4,8,11,2,"7(NA), 7(NA)",1=1,7/3/2020
KCK,KCKT16,,120.8,27,20.3,9.1,10.4,1,7(NA),1=2,7/3/2020
KCK,KCKT17,,104.2,33,22.3,8.1,9.7,None,NA,1=12,7/3/2020
KCK,KCKT18,,137.7,29,21.2,10.8,13.1,4,"7(NA), 7(NA)",1=4,7/3/2020
KCK,KCKT19,,119.1,31,18.2,8.9,10.2,None,NA,1=5,7/3/2020
KCK,KCKT110,,115.5,35,18.9,9.7,11.3,None,NA,1=1,7/3/2020
KCK,KCKT111,,104.2,35,16.1,6.6,8.5,None,NA,1=2,7/3/2020
KCK,KCKT112,,61.1,21,16.1,5.7,8.2,None,NA,None,7/3/2020
KCK,KCKT213,,22.1,6,6.5,2.3,8.2,None,NA,1=1,7/3/2020
KCK,KCKT114,,28.9,8,10,4.1,3.8,None,NA,"1=1, 2=1, 5=1",7/3/2020
KCK,KCKT115,,90,22,17.1,7.6,8.8,None,NA,1=4,7/3/2020
KCK,KCKT116,,86.5,20,11.6,5.3,7,None,NA,1=2,7/3/2020
KCK,KCKT117,,72.9,15,13.9,5.7,7.4,None,NA,1=1,7/3/2020
KCK,KCKT118,,93,21,15.6,6.2,9.9,None,NA,None,7/3/2020
WART,WARTT10,,49.6,20,10.6,5.2,8.2,None,NA,1=1,7/3/2020
WART,WARTT11,,84.2,34,17.2,9.9,12.3,2,"61(7), 37(7)","1=2, 2=1",7/3/2020
WART,WARTT12,,97.7,32,17,8.5,15.2,8,"NA(7), NA(7)",1=4,7/3/2020
WART,WARTT13,,36.2,17,10,3.4,3.5,0,NA,NA,7/3/2020
WART,WARTT14,,95,36,17,9.9,15.5,5,"NA(7), 47(7)",NA,7/3/2020
WART,WARTT15,,63.1,22,13.3,5.6,9.6,2,"NA(7), NA(7)",NA,7/3/2020
WART,WARTT16,,140.3,42,19.6,11.3,21.1,18,"38(7), 24(1)",1=7,7/3/2020
WART,WARTT17,,109.1,35,18.6,9.9,14.9,6,"NA(7), NA(7)","1=6, 2=1",7/3/2020
WART,WARTT18,,129.1,36,21.2,11.2,17.5,12,"NA(7), 52(6)","1=2, 2=2",7/3/2020
WART,WARTT19,,78.8,22,16.4,9,13.2,5,"NA(7), NA(7)",1=2,7/3/2020
WART,WARTT110,,26.9,10,7.2,2,3.9,NA,NA,NA,7/3/2020
WART,WARTT111,,123.9,35,19.7,10.6,16.6,12,"NA(7), NA(7)",1=3,7/3/2020
WART,WARTT112,,101.5,34,16.1,8.6,14.1,2,"46(7), 50(7)",1=7,7/3/2020
WART,WARTT113,,104,33,20.1,10.1,16.5,7,"52(7), 49(6)",1=4,7/3/2020
WART,WARTT114,,114.4,26,18.5,9.5,14.4,8,"NA(7), NA(7)",1=1,7/3/2020
WART,WARTT115,,108.3,31,17,8.8,14.5,10,"41(5), 30(3)",1=1,7/3/2020
WART,WARTT116,,110.4,27,17.2,8.9,15.2,6,"NA(7), NA(7)",None,7/3/2020
WART,WARTT117,,53.2,11,10.6,4.1,8,0,NA(7),1=1,7/3/2020
WART,WARTT118,,79.4,24,15.1,8.4,13.2,4,NA(7),1=1,7/3/2020
WART,WARTT119,,93.2,39,17.6,9,16.1,5,"68(7), 61(6)",1=1,7/3/2020
WART,WARTT120,,73.1,28,14.9,7.1,12.4,NA,NA,None,7/3/2020
WART,WARTT121,,92.4,28,16,9.4,17.5,7,NA(7),"1=5, 2=2",7/3/2020
WART,WARTT122,,95.4,38,17.7,9.7,15.7,6,NA(7),1=8,7/3/2020
WART,WARTT123,,41,15,12,5.6,6,NA,NA,1=1,7/3/2020
WART,WARTT124,,22.1,10,8.1,2.6,3.9,NA,NA,NA,7/3/2020
SBR,SBR1,,117.5,17,21.1,9.7,13.9,5?,3 Fruit,"1=9, 2=2",7/18/2020
SBR,SBR2,,74.9,16,16.6,8,9.9,2?,NA,"2=2, 1=8",7/18/2020
SBR,SBR3,,36.2,13,10,4.1,5,NA 0?,NA,"2=3, 1=7",7/18/2020
SBR,SBR4,,64.6,14,16,6.4,7.2,2,NA,"2=3, 1=9",7/18/2020
SBR,SBR5,,73.4,18,16.2,7.6,9.1,6?,1 Fruit,"1=11, 2=1",7/18/2020
SBR,SBR6,,51.5,18,15.3,6.1,7.7,0?,NA,"2=2, 1=13",7/18/2020
SBR,SBR7,,66.4,18,16.9,7.6,9.1,3?,NA,1=11,7/18/2020
SBR,SBR8,,75.9,22,17.9,8.3,9.1,5?,NA,"2=5, 1=13",7/18/2020
SBR,SBR9,,48.2,12,12,3.2,5.6,NA 0?,NA,"1=7, 2=4, 3=1",7/18/2020
SBR,SBR10,,102.4,21,19.1,8.4,11.4,5?,NA,"1=7, 2=2",7/18/2020
SBR,SBR11,,70.5,22,14,6.9,9.5,4?,NA,"1=8,  2=2",7/18/2020
SBR,SBR12,,59.4,17,14.5,5.8,7.7,0?,NA,"1=8, 2=2",7/18/2020
SBR,SBR13,,107.7,26,17.8,8.4,11.5,5?,3 Fruit,1=6,7/18/2020
SBR,SBR14,,80.5,22,14.7,7,9.7,2?,2 Fruit,"1=5, 2=1",7/18/2020
SBR,SBR15,,109.7,29,15.8,7.8,15.3,7?,NA,1=11,7/18/2020
SBR,SBR16,,68.8,20,13,4.7,7.5,0?,NA,"1=6, 2=1",7/18/2020
SBR,SBR17,,48.3,14,11.5,4.4,6.5,0?,NA,"1=4, 2=1",7/18/2020
SBR,SBR18,,69.3,20,13.5,4.8,9,0?,NA,1=5,7/18/2020
SBR,SBR19,,72.9,19,13.5,5.8,8.3,0?,NA,"1=6, 2=1",7/18/2020
SBR,SBR20,,65.2,16,12.7,3.7,7.3,0?,NA,"2=1, 1=4, 3=1",7/18/2020
BTU,BTU1,,120.4,26,16.4,6.4,10.9,2,2 Fruit,"1=16, 2=2",7/18/2020
BTU,BTU2,,107.1,20,16.7,6.8,9,2?,1 Fruit,"1=8, 2=2",7/18/2020
BTU,BTU3,,167.6,25,23.6,12.6,15.9,3?,10 Fruit,1=19,7/18/2020
BTU,BTU4,,85.1,18,19.7,9.4,8.1,0?,NA,"2=2, 1=11",7/18/2020
BTU,BTU5,,75.1,9,20.3,10.8,14,0?,NA,1=5,7/18/2020
BTU,BTU6,,116.2,29,18.8,9.3,10.6,1?,NA,"1=14, 2=1",7/18/2020
BTU,BTU7,,130.4,34,18.6,8.1,13.4,3,7 Fruit,"1=22, 2=1",7/18/2020
BTU,BTU8,,14.1,7,7.7,3.9,4,NA,NA,"3=3, 1=3, 2=1",7/18/2020
BTU,BTU9,,100.9,36,19.1,10,13.8,4?,NA,1=30,7/18/2020
BTU,BTU10,,105.5,34,18.1,7.5,12.2,3?,NA,"1=19, 2=3",7/18/2020
BTU,BTU11,,52.9,38,17.8,9.1,12.5,4?,NA,"1=17, 2=3",7/18/2020
BTU,BTU12,,87.9,28,13.8,6.6,8.4,NA,NA,"1=18, 2=2",7/18/2020
BTU,BTU13,,142.4,36,21.6,8.3,12.6,7?,1 Fruit,"1=19, 2=1",7/18/2020
BTU,BTU14,,110.4,32,17.9,6.6,9.7,1?,1 Fruit,"1=19, 2=2",7/18/2020
BTU,BTU15,,119.6,25,14.6,7.6,11.4,2?,NA,"1=23, 2=3",7/18/2020
BTU,BTU16,,30.7,9,8.5,3.2,3.1,NA,NA,"1=2, 2=4",7/18/2020
BTU,BTU17,,60.4,16,12.6,5.3,6.6,NA,NA,"3=3, 2=3, 1=7",7/18/2020
BTU,BTU18,,100,20,17.8,9,9.7,NA,NA,"1=14, 2=2",7/18/2020
BTU,BTU19,,125.1,22,18.5,8.1,9.8,4?,2 Fruit,"1=16, 2=1",7/18/2020
BTU,BTU20,,70,15,15.2,5.6,7.2,NA,NA,"1=12, 2=1",7/18/2020
RRL,RRL1,exaltata ,90,13,,,6,4,,none,6/25/2021
RRL,RRL2,exaltata ,100,14,,,5,5,,none,6/25/2021
RRL,RRL3,exaltata ,76,14,,,5,3,,none,6/25/2021
RRL,RRL4,exaltata ,84,17,,,5,3,,none,6/25/2021
RRL,RRL5,exaltata ,130,18,,,7,2,,none,6/25/2021
RRL,RRL6,exaltata ,120,19,,,6,4,,none,6/25/2021
RRL,RRL7,exaltata ,100,14,,,6,4,,none,6/25/2021
RRL,RRL8,exaltata ,93,18,,,5,3,,none,6/25/2021
RRL,RRL9,exaltata ,106,16,,,6,5,,none,6/25/2021
RRL,RRL10,exaltata ,93,19,,,5,1,,none,6/25/2021
RRL,RRL11,exaltata ,146,20,,,8,6,,3=2,6/25/2021
RRL,RRL12,exaltata ,114,16,,,7,5,,2=2,6/25/2021
RRL,RRL13,exaltata ,126,26,,,8,9,,2=1,6/25/2021
RRL,RRL14,exaltata ,102,18,,,7,2,,1=1,6/25/2021
RRL,RRL15,exaltata ,144,24,,,9,8,,1=1,6/25/2021
RRL,RRL16,exaltata ,141,24,,,9,6,,none,6/25/2021
RRL,RRL17,exaltata ,114,18,,,7,5,,none,6/25/2021
RRL,RRL18,exaltata ,142,19,,,8,5,,none,6/25/2021
RRL,RRL19,exaltata ,142,20,,,7,5,,none,6/25/2021
RRL,RRL20,exaltata ,110,16,,,8,3,,none,6/25/2021
RRL,RRL21,exaltata ,127,16,,,8,5,,1=1,6/25/2021
RRL,RRL22,exaltata ,92,17,,,6,5,,none,6/25/2021
FRW,FRW1,,130,11,,,10,5,,none,6/25/2021
FRW,FRW2,syriaca,133,11,,,12,6,,none,6/25/2021
FRW,FRW3,syriaca,113,19,,,11,7,,none,6/25/2021
FRW,FRW4,,130,12,,,10,,,none,6/25/2021
