,sample_id,site,Archaea|Candidatus Bathyarchaeota,Archaea|Candidatus Korarchaeota,Archaea|Candidatus Verstraetearchaeota,Archaea|Candidatus Woesearchaeota,Archaea|Crenarchaeota,Archaea|Euryarchaeota,Archaea|Thaumarchaeota,Bacteria|Abditibacteriota,Bacteria|Acidobacteria,Bacteria|Actinobacteria,Bacteria|Aquificae,Bacteria|Armatimonadetes,Bacteria|Bacteroidetes,Bacteria|Balneolaeota,Bacteria|Caldiserica,Bacteria|Calditrichaeota,Bacteria|Candidatus Adlerbacteria,Bacteria|Candidatus Amesbacteria,Bacteria|Candidatus Aminicenantes,Bacteria|Candidatus Andersenbacteria,Bacteria|Candidatus Atribacteria,Bacteria|Candidatus Azambacteria,Bacteria|Candidatus Beckwithbacteria,Bacteria|Candidatus Berkelbacteria,Bacteria|Candidatus Bipolaricaulota,Bacteria|Candidatus Buchananbacteria,Bacteria|Candidatus Campbellbacteria,Bacteria|Candidatus Chisholmbacteria,Bacteria|Candidatus Cloacimonetes,Bacteria|Candidatus Collierbacteria,Bacteria|Candidatus Curtissbacteria,Bacteria|Candidatus Dadabacteria,Bacteria|Candidatus Doudnabacteria,Bacteria|Candidatus Edwardsbacteria,Bacteria|Candidatus Eisenbacteria,Bacteria|Candidatus Falkowbacteria,Bacteria|Candidatus Fermentibacteria,Bacteria|Candidatus Giovannonibacteria,Bacteria|Candidatus Gottesmanbacteria,Bacteria|Candidatus Gracilibacteria,Bacteria|Candidatus Harrisonbacteria,Bacteria|Candidatus Jacksonbacteria,Bacteria|Candidatus Jorgensenbacteria,Bacteria|Candidatus Kaiserbacteria,Bacteria|Candidatus Kapabacteria,Bacteria|Candidatus Kerfeldbacteria,Bacteria|Candidatus Kryptonia,Bacteria|Candidatus Latescibacteria,Bacteria|Candidatus Levybacteria,Bacteria|Candidatus Liptonbacteria,Bacteria|Candidatus Magasanikbacteria,Bacteria|Candidatus Marinimicrobia,Bacteria|Candidatus Melainabacteria,Bacteria|Candidatus Microgenomates,Bacteria|Candidatus Moranbacteria,Bacteria|Candidatus Niyogibacteria,Bacteria|Candidatus Nomurabacteria,Bacteria|Candidatus Omnitrophica,Bacteria|Candidatus Pacebacteria,Bacteria|Candidatus Parcubacteria,Bacteria|Candidatus Peregrinibacteria,Bacteria|Candidatus Poribacteria,Bacteria|Candidatus Portnoybacteria,Bacteria|Candidatus Roizmanbacteria,Bacteria|Candidatus Rokubacteria,Bacteria|Candidatus Ryanbacteria,Bacteria|Candidatus Saccharibacteria,Bacteria|Candidatus Schekmanbacteria,Bacteria|Candidatus Staskawiczbacteria,Bacteria|Candidatus Sumerlaeota,Bacteria|Candidatus Sungbacteria,Bacteria|Candidatus Taylorbacteria,Bacteria|Candidatus Tectomicrobia,Bacteria|Candidatus Terrybacteria,Bacteria|Candidatus Uhrbacteria,Bacteria|Candidatus Vogelbacteria,Bacteria|Candidatus Wildermuthbacteria,Bacteria|Candidatus Woesebacteria,Bacteria|Candidatus Wolfebacteria,Bacteria|Candidatus Yanofskybacteria,Bacteria|Candidatus Yonathbacteria,Bacteria|Candidatus Zambryskibacteria,Bacteria|Chlamydiae,Bacteria|Chlorobi,Bacteria|Chloroflexi,Bacteria|Chrysiogenetes,Bacteria|Coprothermobacterota,Bacteria|Cyanobacteria,Bacteria|Deferribacteres,Bacteria|Deinococcus-Thermus,Bacteria|Dictyoglomi,Bacteria|Elusimicrobia,Bacteria|Fibrobacteres,Bacteria|Firmicutes,Bacteria|Fusobacteria,Bacteria|Gemmatimonadetes,Bacteria|Ignavibacteriae,Bacteria|Kiritimatiellaeota,Bacteria|Lentisphaerae,Bacteria|Nitrospinae,Bacteria|Nitrospirae,Bacteria|Planctomycetes,Bacteria|Proteobacteria,Bacteria|Rhodothermaeota,Bacteria|Spirochaetes,Bacteria|Synergistetes,Bacteria|Tenericutes,Bacteria|Thermodesulfobacteria,Bacteria|Thermotogae,Bacteria|Verrucomicrobia,Bacteria|candidate division AD3,Bacteria|candidate division CPR2,Bacteria|candidate division CPR3,Bacteria|candidate division NC10,Bacteria|candidate division WPS-2,Bacteria|candidate division WWE3,Bacteria|candidate division Zixibacteria,Eukaryota|Apicomplexa,Eukaryota|Ascomycota,Eukaryota|Bacillariophyta,Eukaryota|Basidiomycota,Eukaryota|Blastocladiomycota,Eukaryota|Chlorophyta,Eukaryota|Chytridiomycota,Eukaryota|Cryptomycota,Eukaryota|Microsporidia,Eukaryota|Mucoromycota,Eukaryota|Streptophyta,Eukaryota|Zoopagomycota
281,MMP5,MMP,0,0,0,0,0,0.00379,0.00346,0,0.16183,4.77223,0.00033,0.00238,0.26048,0,0,0.00043,0.00065,0,0.00028,0,0.00063,0,0,0,0.0012,0,0,0,0,0,0,0,0.00014,0,0.0001,0,0,0,0,0,0,0.0002,0,0.0003,0,0.00012,0,0,0.00021,0,0,0,0,0.00012,0,0,0.0011,0.00029,0,0.00659,0.00359,0,0,0,0.00192,0,0.02641,0,0,0.00167,0,0.00027,0,0,0.00031,0,0,0,0,0,0,0.00034,0.00761,0.0191,0.01601,0.00149,0,0.02238,0,0.02639,0,0.00082,0,0.10272,0,0.02663,0,0.00251,0.00119,0.0005,0.02719,0.01984,11.09675,0.00059,0.00187,0.00383,0.00025,0.00076,0,0.18361,0.00051,0,0,0.0039,0,0.0003,0.00118,0.00021,0.00333,0,0.00073,0,0.00037,0,0,0,0,0,0
282,MMP6,MMP,0,0,0,0,0,0.00282,0.00312,0.00995,0.16947,6.11685,0,0.00253,0.21482,0,0,0,0.00045,0,0.00014,0,0.00079,0,0,0,0.00145,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0.00024,0,0.0019,0.00531,0,0,0,0.00283,0,0.02481,0,0,0.00158,0,0,0,0,0.00113,0,0,0,0,0,0,0,0.00747,0.01769,0.01898,0,0,0.01728,0.00029,0.02655,0,0.00364,0,0.23932,0,0.02416,0.00138,0.0023,0.00122,0.00068,0.02088,0.02385,10.36157,0.00074,0.00095,0.00402,0.00132,0.0009,0,0.12729,0,0,0,0.00323,0,0.0003,0.00085,0.00016,0.00274,0,0.00095,0,0.00041,0,0,0,0,0,0
283,MMP7,MMP,0,0,0,0,0,0.00377,0.00235,0,0.16475,8.13495,0.00096,0.00233,0.24336,0,0,0,0,0,0.0002,0,0.00047,0,0,0,0.00116,0,0,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0,0,0,0,0.00019,0,0,0.00033,0,0.00236,0.00326,0,0,0,0.0021,0,0.02244,0,0,0.00176,0,0,0,0.00012,0,0,0,0,0,0,0,0,0.0049,0.01864,0.01452,0.00104,0,0.0215,0,0.03,0,0.00192,0,0.14117,0,0.02761,0.00175,0.00247,0.00123,0.00058,0.02513,0.02488,11.46577,0.00074,0.00134,0.00414,0.00129,0,0,0.16605,0,0,0,0.00322,0,0.00051,0,0,0.0026,0,0.00074,0,0.00037,0,0,0,0,0,0
284,MMP8,MMP,0,0,0,0,0,0.00403,0.00221,0,0.1379,7.03433,0,0.00258,0.48171,0,0,0,0.00103,0.00042,0.00026,0,0.00127,0,0,0,0.00089,0,0.00033,0,0,0,0,0,0.00017,0,0.00015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00027,0,0,0,0,0,0.00012,0,0.00023,0.00025,0,0.00224,0.00334,0,0,0,0.00248,0,0.03301,0,0.00015,0.00317,0,0,0,0,0.00047,0,0,0,0,0,0,0,0.00484,0.01571,0.01775,0.00105,0,0.02094,0.00027,0.02585,0,0.00156,0,0.14392,0,0.02412,0.00161,0.00153,0.00131,0.00069,0.02041,0.02047,13.18102,0.00062,0.00175,0.00561,0.00144,0.00135,0.00087,0.14118,0.00013,0,0,0.00351,0,0.00076,0,0.00011,0.0033,0,0.00075,0,0.00035,0,0,0,0,0,0
285,MMP9,MMP,0,0,0,0,0,0.00394,0.00171,0,0.11246,4.80535,0,0.00492,0.28594,0,0,0.00025,0.0011,0,0.00021,0,0.00052,0,0,0,0.00076,0,0.00011,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0.00015,0,0,0,0,0.00014,0.00011,0,0.00013,0.0002,0,0.0018,0.00239,0,0,0,0.00138,0,0.01623,0,0,0.00148,0,0,0,0,0.00018,0.00019,0,0,0,0,0,0,0.00649,0.01415,0.01265,0.00066,0,0.0195,0,0.02296,0,0.00255,0.00012,0.10506,0,0.02548,0.00049,0.00108,0.00089,0.00034,0.01264,0.01566,10.27339,0.0004,0.00157,0.00259,0.0056,0.00066,0.0002,0.1229,0,0,0,0.00141,0,0.00011,0,0,0.00266,0,0.00049,0,0.00036,0,0,0,0,0,0
286,PTW10,PTW,0,0,0,0,0.0006,0.00194,0.02964,0,0.17661,2.9097,0,0.00103,0.4737,0,0,0,0.00095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0,0,0,0,0,0.00013,0,0,0,0,0.00013,0,0,0,0,0,0,0,0,0,0,0.00024,0,0.00122,0.00359,0,0,0,0.00163,0,0.00717,0,0.00041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00766,0.01757,0.01268,0,0,0.01171,0,0.03553,0,0.01318,0,0.06481,0,0.03271,0,0.00312,0.00137,0.00083,0.05531,0.02602,12.40168,0.00071,0.00095,0,0.00115,0.00017,0,0.16613,0,0,0,0.0034,0.00016,0.00059,0,0.00022,0.00358,0,0.00329,0,0.00075,0,0,0,0,0,0
287,PTW3,PTW,0,0,0,0,0.00012,0.00383,0.01382,0,0.16032,3.92574,0.00071,0.00283,0.22593,0,0,0.00043,0.00073,0,0.00028,0,0.00041,0.0002,0,0,0.00068,0,0.00027,0,0,0,0,0,0.00019,0,0.00012,0,0,0,0,0,0,0.00017,0,0.00049,0,0,0,0.00012,0,0,0,0.00014,0,0,0,0,0.00026,0.00028,0,0.00406,0,0,0,0,0.00198,0,0.00881,0,0.00012,0.00148,0,0,0,0,0.00031,0.00014,0,0,0,0,0,0.00061,0.00648,0.01331,0.01898,0.00101,0,0.02056,0,0.02437,0,0.00378,0,0.09012,0.00016,0.02992,0.00103,0.00117,0.00104,0.00062,0.02014,0.02446,9.61831,0.00064,0.00151,0.00617,0.00268,0.00138,0.00056,0.124,0.00012,0,0,0.00018,0,0.00011,0.00035,0.00017,0.00359,0,0.00543,0,0.00036,0,0,0,0,0,0
288,PTW4,PTW,0,0,0,0,0.00082,0.00267,0.00444,0,0.13242,3.13831,0,0.00194,0.20298,0,0,0,0.00101,0,0.0003,0,0.00072,0,0,0,0.00103,0,0,0,0,0,0,0,0.00015,0,0.00026,0,0.00011,0,0.00031,0,0,0.00013,0,0.00011,0,0,0,0,0,0,0,0,0,0,0.00018,0,0.00014,0.00031,0,0.00207,0.00203,0,0,0,0.00442,0,0.01037,0,0.00011,0.00256,0,0,0,0,0.00032,0,0,0,0,0,0,0,0.00594,0.01636,0.02602,0.00076,0,0.02722,0.00031,0.02928,0,0.00134,0,0.09637,0,0.04524,0.00136,0.00215,0.00119,0.00067,0.05027,0.02685,11.7367,0.00065,0.00219,0.00504,0.00209,0,0.00071,0.11897,0.00172,0,0,0.00404,0.00011,0,0.00101,0.00026,0.003,0,0.00085,0,0.00033,0,0,0,0,0,0
289,PTW5,PTW,0,0,0,0,0.00078,0.00186,0.00717,0,0.1541,5.05092,0,0.00153,0.15986,0,0,0,0,0,0.00024,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00023,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00019,0,0.00534,0,0,0,0,0.00403,0,0.00215,0,0,0.00012,0,0,0,0,0.00073,0,0,0,0,0,0,0,0.00123,0.01161,0.02585,0,0,0.02601,0,0.02762,0,0.00136,0,0.06192,0,0.03287,0,0.00161,0.00148,0.00098,0.0338,0.03926,11.56699,0.00073,0,0.00221,0,0,0,0.14202,0.00024,0,0,0.00059,0,0,0,0,0.00147,0,0.00075,0,0.00019,0,0,0,0,0,0
290,PTW6,PTW,0,0,0,0,0.00414,0.00384,0.00541,0,0.13843,3.63234,0,0.00152,0.27965,0,0,0.00079,0.00557,0,0.00032,0,0.00063,0,0,0,0.0017,0,0,0,0.00021,0,0,0,0.00022,0,0.00022,0,0,0,0,0.00013,0,0,0,0.00038,0,0,0,0,0,0,0,0,0,0,0,0,0.0015,0.00034,0,0.00474,0.00233,0,0,0,0.00367,0,0.00629,0,0.00031,0.0021,0,0,0,0,0.00029,0,0,0,0,0,0,0.00019,0.00879,0.01596,0.02264,0.00093,0,0.01715,0.00012,0.02613,0,0.00801,0.00024,0.07133,0,0.03048,0.00057,0.00254,0.00113,0.00058,0.04264,0.02828,10.3654,0.00058,0.0016,0.00529,0.00269,0.00175,0.0006,0.15494,0.00066,0,0,0.00314,0.00027,0.00054,0,0.00081,0.00692,0,0.00145,0,0.00024,0,0,0,0,0,0
291,PTW7,PTW,0,0,0,0,0.00012,0.00235,0.00748,0,0.24303,4.79925,0,0.00813,0.16406,0,0,0.00038,0.00071,0,0.00042,0,0.00049,0,0,0,0.00071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0.00035,0,0.00357,0.00022,0,0,0,0.00143,0,0.00325,0,0,0.00221,0,0,0,0.0002,0,0,0,0,0,0,0,0.00142,0.00297,0.01482,0.02196,0.00126,0,0.02134,0,0.02332,0,0.00019,0,0.06704,0,0.03134,0.00075,0.00264,0.00192,0.00058,0.01927,0.03149,10.78748,0.00053,0.0003,0.0077,0,0,0,0.2049,0.00058,0,0,0.00353,0.00133,0.0005,0,0.00024,0.00393,0,0.00104,0,0.00052,0,0,0,0,0,0
292,PTW8,PTW,0,0,0,0,0.00063,0.00234,0.07144,0,0.22026,5.03898,0,0.00228,0.09941,0,0,0.00038,0,0,0.00026,0,0.00164,0,0,0,0.00119,0,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0.00017,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013,0,0,0,0,0,0,0.00129,0,0.00068,0,0,0.00312,0,0,0,0,0,0,0,0,0,0,0,0,0.00791,0.02131,0.02534,0,0,0.01851,0,0.02387,0,0.00042,0,0.05058,0,0.01937,0,0.00174,0,0.00083,0.03806,0.04309,10.61874,0.00053,0.00011,0.00788,0.00141,0,0,0.1469,0.00158,0,0,0.0004,0,0.00031,0,0.00014,0.00234,0,0.00189,0,0.00059,0,0,0,0,0,0
293,PTW9,PTW,0,0,0,0,0.00536,0.00244,0.03978,0,0.23614,6.23894,0,0.00129,0.09196,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00014,0,0.00023,0,0,0,0,0.00178,0,0.00141,0,0,0.00429,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0.00764,0.02889,0,0,0.01066,0,0.02352,0,0.00023,0,0.05853,0,0.03702,0,0.00285,0,0.00087,0.03243,0.03505,11.33727,0.00062,0,0.00015,0.00026,0,0,0.1841,0,0,0,0.00022,0.00051,0.0008,0,0,0.00077,0,0.00022,0,0.00015,0,0,0,0,0,0
294,RGT2,RGT,0,0,0,0,0.00111,0.00655,0.03554,0,0.11056,3.53034,0,0.00198,0.27094,0,0,0.0003,0.00023,0,0.00033,0,0.00033,0,0,0,0.00126,0,0,0,0,0,0,0,0.00025,0,0.00038,0.00022,0,0,0,0,0,0.00011,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0.00051,0.00034,0,0.00312,0.00154,0,0,0,0.00168,0,0.01538,0,0,0.00151,0,0,0,0,0.00059,0,0,0,0,0,0,0.00051,0.00136,0.01457,0.01313,0.00074,0,0.02498,0.00025,0.02551,0.00042,0.00232,0,0.09908,0,0.03631,0.00113,0.00171,0.00081,0.00067,0.0222,0.01378,9.34744,0.0008,0.0026,0.00483,0.00138,0.00087,0.00012,0.1166,0,0,0,0.00262,0,0.00024,0,0.00028,0.06803,0,0.00069,0,0.00027,0,0,0,0,0,0
295,RGT3,RGT,0,0,0,0,0.00329,0.00442,0.07871,0,0.12068,4.53342,0.00093,0.002,0.18572,0,0,0.0005,0,0,0.00026,0,0.00044,0,0,0,0.00111,0,0,0,0,0,0,0,0,0,0.00025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00022,0,0.00021,0.001,0,0,0,0.00202,0,0.01078,0,0,0.00216,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.00295,0.01254,0.01187,0.00102,0,0.01788,0.00045,0.02477,0.0012,0.0002,0,0.07499,0,0.04171,0.00226,0.00175,0.00102,0.00082,0.02302,0.02076,8.63796,0.00086,0.00223,0.00357,0.00026,0,0,0.07934,0,0,0,0.00046,0,0.0002,0,0.00112,0.00549,0,0.00119,0,0.00038,0,0,0,0,0,0
296,RGT5,RGT,0,0,0,0,0.00187,0.00328,0.07696,0,0.09649,5.94879,0,0.00136,0.26798,0,0,0.00041,0,0,0.00018,0,0,0,0,0,0.0019,0,0,0,0,0,0,0,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0.00103,0,0.00932,0,0,0.00092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00923,0.01291,0.00102,0,0.01743,0.00026,0.023,0,0.00015,0,0.07489,0,0.02215,0.00098,0.00187,0.00049,0.0006,0.01726,0.01775,6.92016,0.00049,0.00069,0.00156,0,0,0.00018,0.08608,0,0,0,0.00026,0,0,0,0,0.00188,0,0.00041,0,0.00024,0,0,0,0,0,0
297,RGT6,RGT,0,0,0,0,0.00259,0.00922,0.07611,0,0.11496,6.24341,0,0.00216,0.17444,0,0,0.00053,0,0,0.0002,0,0.00087,0,0,0,0.00108,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00011,0,0,0,0,0,0.00034,0,0.00036,0.00123,0,0,0,0.00212,0,0.01177,0,0,0.00294,0,0,0,0,0.00037,0,0,0,0,0,0,0,0.00175,0.01658,0.02434,0.00067,0,0.03143,0,0.02935,0,0.00281,0.00024,0.11752,0,0.03029,0.00201,0.00198,0.00062,0.00061,0.0195,0.02679,6.8167,0.00087,0.00286,0.00514,0.00375,0.00081,0.00132,0.07766,0,0,0,0.00301,0,0.00026,0,0.00037,0.0036,0,0.0009,0,0.00036,0,0,0,0,0,0
298,RGT7,RGT,0,0,0,0,0.00099,0.00685,0.08082,0,0.11661,5.37219,0.00157,0.00193,0.1696,0,0,0.00053,0.00014,0,0.00033,0,0.00093,0,0,0,0.00165,0,0,0,0,0,0,0,0,0,0.00022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0,0.00032,0.00225,0,0,0,0.00234,0,0.00552,0,0,0.00198,0,0,0,0,0.0005,0,0,0,0,0,0,0,0.0011,0.00982,0.01794,0.00125,0,0.02523,0,0.02556,0,0.00105,0,0.08777,0,0.04201,0.00175,0.00212,0.00129,0.00062,0.02257,0.02582,8.00091,0.00106,0.00155,0.00617,0,0.00064,0.00077,0.06787,0,0,0,0.00446,0,0.00022,0,0.00035,0.00337,0,0.00088,0,0.00035,0,0,0,0,0,0
299,SGC10,SGC,0,0,0,0,0,0.0054,0.00398,0,0.13412,6.43877,0.00027,0.00285,0.13026,0,0,0,0,0,0.00032,0,0.00062,0,0,0,0.00169,0,0,0,0,0,0,0,0,0,0.00048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00024,0,0,0.00304,0,0,0,0.0025,0,0.00882,0,0,0.00287,0,0,0,0,0.00063,0,0,0,0,0,0,0.00044,0.00161,0.01876,0.0197,0,0,0.0252,0,0.03877,0,0.00033,0.00015,0.08145,0,0.05586,0.00148,0.00265,0.00165,0.00064,0.01423,0.04129,10.84355,0.00111,0.00228,0.00446,0.00617,0,0.00102,0.14476,0.00034,0,0,0.00263,0,0,0,0.0002,0.00468,0,0.00365,0,0.00035,0,0,0,0,0,0
300,SGC1,SGC,0,0,0,0,0,0.00255,0.01761,0,0.13229,2.34087,0,0.00178,0.24807,0,0,0.00027,0.00036,0,0.00021,0,0.00019,0,0,0,0,0,0.00795,0,0,0,0,0,0,0,0.00018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00012,0,0,0.00012,0,0,0,0.0002,0,0.00322,0.00244,0,0,0,0.00258,0,0.005,0,0,0.00154,0,0,0,0,0,0,0,0,0,0,0,0.00012,0.00089,0.01051,0.01179,0.00223,0,0.01392,0,0.02046,0,0.00013,0,0.05406,0,0.02735,0.0025,0.00148,0.00072,0.0005,0.02074,0.01807,8.16786,0.00071,0.00107,0.00318,0.0002,0.00063,0.00075,0.07361,0,0,0,0.00032,0,0.00016,0,0.00065,0.00591,0,0.00135,0,0.00041,0,0,0,0,0,0
301,SGC2,SGC,0,0,0,0,0.00014,0.00621,0.02865,0,0.16113,4.3487,0,0.00235,0.23735,0,0,0.00031,0.00087,0,0.00037,0,0.00071,0,0,0,0.00167,0,0,0,0,0,0,0,0.00025,0,0.00047,0,0,0,0.00038,0,0,0,0,0.00013,0,0,0,0,0.00011,0,0.00032,0.00011,0,0.00026,0,0,0.00061,0.00036,0,0.00396,0.0033,0,0,0,0.00311,0,0.01101,0,0,0.00277,0,0,0,0,0.00042,0,0,0,0,0,0,0.00021,0.00273,0.01934,0.02787,0.00107,0,0.02463,0.00014,0.03026,0,0.00162,0.00024,0.10026,0,0.05117,0.0019,0.00347,0.00115,0.00102,0.04286,0.02305,10.39237,0.00101,0.00308,0.00545,0.00278,0.00119,0.00055,0.0862,0,0,0,0.00318,0,0,0.00107,0.00019,0.00392,0,0.00126,0,0.00047,0,0,0,0,0,0
302,SGC4,SGC,0,0,0,0,0.00016,0.00175,0.01093,0,0.07788,1.15431,0,0.00112,0.28115,0,0,0.00018,0.00036,0,0.00015,0,0.00037,0,0,0,0.00038,0,0,0,0.00015,0,0,0,0,0,0.00013,0,0,0.00012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00052,0.00017,0,0.00198,0.00087,0,0,0,0.0016,0,0.00975,0,0,0.00184,0,0,0,0,0.0004,0,0,0,0,0,0,0.00026,0.0013,0.00942,0.00966,0.00072,0,0.01436,0.00021,0.01422,0,0.00205,0,0.0524,0,0.01819,0.00108,0.00073,0.00052,0.00045,0.01059,0.01008,5.57025,0.00044,0.00217,0.00296,0.00032,0.00055,0,0.04167,0,0,0,0.00156,0,0,0,0.00145,0.00655,0,0.00108,0,0.00019,0,0,0,0,0,0
303,SGC5,SGC,0,0,0,0,0,0.00589,0.00498,0,0.14321,4.94014,0.00022,0.00284,0.28703,0,0,0.00029,0.00086,0,0.00037,0,0.00042,0,0,0.00018,0.00102,0,0,0,0.0001,0,0,0,0.00018,0,0.00018,0,0.0001,0,0,0,0,0.00018,0,0.0004,0,0,0,0,0.00011,0,0,0,0,0.00014,0,0,0.00024,0.00036,0,0.00402,0.00246,0,0,0,0.00178,0,0.01782,0,0,0.00222,0,0,0,0,0.00048,0,0,0,0,0,0,0.00021,0.01552,0.01994,0.02119,0.00124,0,0.02557,0.00036,0.02983,0.0006,0.00336,0,0.11806,0,0.03841,0.00121,0.0036,0.00116,0.00065,0.03698,0.02659,10.26714,0.00088,0.00264,0.00432,0.00509,0.00018,0.0005,0.17007,0,0,0,0.00308,0,0.00027,0.00041,0.00061,0.0048,0,0.00139,0,0.00048,0,0,0,0,0,0
304,SGC9,SGC,0,0,0,0,0,0.00356,0.01124,0,0.12937,4.39532,0.00118,0.00172,0.52041,0,0,0.0002,0.00052,0,0.00022,0,0.00058,0,0,0,0.00224,0,0,0,0,0,0,0,0,0,0.00026,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0.0002,0.00037,0,0.00199,0.00084,0,0,0,0.00334,0,0.01666,0,0,0.00146,0,0,0,0,0.0009,0,0,0,0,0,0,0,0.00143,0.01607,0.02206,0.00199,0,0.02512,0,0.02943,0,0.00031,0.0003,0.09759,0,0.0358,0.00119,0.00247,0.00107,0.00056,0.0222,0.02275,12.1465,0.00073,0.00218,0.00339,0.00478,0.00126,0.00107,0.12868,0,0,0,0.00045,0,0.00028,0,0.00138,0.01573,0,0.00563,0,0.00059,0,0,0,0.00011,0,0
305,TCP1,TCP,0,0,0,0,0,0.00359,0.00457,0,0.08562,2.59245,0.00049,0.00074,0.33651,0,0,0.00039,0.00021,0,0.00019,0,0.00032,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0,0,0,0,0,0.00021,0,0.00027,0,0,0,0,0,0,0,0.00013,0,0,0,0,0.00028,0.00021,0,0.00269,0.00139,0,0,0,0.00148,0,0.00613,0,0,0.00192,0,0,0,0,0.00068,0,0,0,0,0.00014,0,0.00053,0.0016,0.01319,0.01162,0.00104,0,0.01713,0,0.01863,0,0.00056,0,0.09255,0,0.0281,0.00217,0.0015,0,0.00052,0.01595,0.0152,8.84636,0.00067,0.0017,0.00235,0.0006,0,0,0.05008,0,0,0,0.00245,0,0.00011,0,0.00018,0.00135,0,0.00061,0,0.0002,0,0,0,0,0,0
306,TCP2,TCP,0.0001,0,0,0,0.00023,0.00245,0.02959,0,0.1266,4.42948,0,0.00194,0.64,0,0,0.00047,0.00036,0,0.00028,0,0.00076,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0.00019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00015,0,0.00237,0.00356,0,0,0,0.00184,0,0.02337,0,0,0.00168,0,0,0,0,0.00045,0,0,0,0,0,0,0,0.00022,0.01057,0.01067,0,0,0.01721,0.00063,0.02459,0,0.00013,0,0.10085,0,0.03136,0.00066,0.0022,0.00088,0.00067,0.02186,0.02138,14.35917,0.00074,0.00213,0.00209,0,0.00094,0,0.09621,0,0,0,0.00333,0,0,0,0,0.00091,0,0.00037,0,0.00033,0,0,0,0,0,0
307,TCP3,TCP,0,0,0,0,0,0.00445,0.00414,0,0.18092,2.51484,0.00101,0.00181,0.90439,0,0,0.00016,0.00032,0,0.00023,0,0.00091,0,0,0,0.00113,0,0,0,0.00028,0,0,0,0,0,0.00025,0.00011,0,0,0,0,0,0.00049,0,0.00019,0,0,0,0,0,0,0,0.00014,0.00063,0,0.0002,0,0,0.00046,0,0.00215,0.00092,0,0,0,0.00272,0,0.02991,0,0,0.00217,0,0,0,0,0.00094,0,0,0,0,0,0,0,0.00268,0.01797,0.01514,0.0013,0,0.0259,0,0.02612,0,0.00148,0.00024,0.36597,0,0.04023,0.00207,0.00193,0.00103,0.00113,0.02416,0.01434,15.83094,0.00082,0.00299,0.00404,0.0025,0.00105,0.00084,0.10224,0,0,0,0.00439,0.00021,0,0.0004,0.00022,0.51922,0,0.00197,0,0.00053,0,0,0,0.00046,0,0
